ID,SMILES,IC50_mean,Type
CHEMBL3919448,O=C(NO)c1ccc(CNC(=O)c2nc(-c3nc4c(s3)CCCC4)sc2C2CC2)cc1,0.075,1
CHEMBL3655967,O=C(NO)c1cnc(NC2(c3ccccc3Cl)CC2)nc1,0.040999999999999995,1
CHEMBL511749,CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1,0.09521,1
CHEMBL4061259,O=C(CCCNC(=O)CC[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O)NO,5.17,0
CHEMBL3656011,Cc1cc(C2(Nc3ncc(C(=O)NO)cn3)CC2)ccc1F,0.064,1
CHEMBL3921050,COc1ccccc1C(=O)NCCCCCC(=O)Nc1ccccc1N,0.086,1
CHEMBL556332,O=C(/C=C/c1ccc(-c2ccc(O)cc2)cc1)NO,4.57,0
CHEMBL484489,O=C(/C=C/c1ccc(Cl)cc1F)NCCCCCC(=O)NO,0.0049,1
CHEMBL3655996,Cc1ccccc1C1(Nc2ncc(C(=O)NO)cn2)CC1,0.11900000000000001,1
CHEMBL3655940,O=C(NO)c1cnc(NC23CC4CC(CC(C4)C2)C3)nc1,1.085,0
CHEMBL3883667,Cc1ccc(-c2cc(C(=O)NCCCCCC(=O)NO)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.191,1
CHEMBL3827993,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)C1Cc2ccccc2CO1,25.9,0
CHEMBL3356524,O=C1CCC[C@H](C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2)N1,0.006,1
CHEMBL1631916,COc1cc2cc(c1)COc1ccccc1NC(=O)C(CCCCCC(=O)NO)OCCC2,0.24600000000000002,1
CHEMBL3655934,O=C(NO)c1cnc(NCc2c(CO)cccc2CO)nc1,0.382,1
CHEMBL3655936,O=C(NO)c1cnc(NCc2ccc(F)c(Cl)c2)nc1,0.043,1
CHEMBL3356525,O=C1CCC[C@@H](C(=O)N[C@H](CCCCCS)C(=O)Nc2ccccc2)N1,17.1,0
CHEMBL513568,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(N2CCC3(CCNC3)CC2)nc1,1260.0,0
CHEMBL3670665,O=C(NO)c1ccc(CNC(=O)c2[nH]c(-c3ccc(O)cc3)cc2-c2ccsc2)cc1,0.5123,1
CHEMBL3983993,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(CO)cc1,0.315,1
CHEMBL3347516,Nc1ccccc1NC(=O)CCCCCCC(=O)Nc1ccccc1N,0.988,1
CHEMBL3958748,Nc1ccc(-c2ccccc2)nc1NC(=O)c1cnc2cc(N3CCNCC3)ccc2c1,0.7979999999999999,1
CHEMBL3919822,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc2ccccc2[nH]1,0.033,1
CHEMBL3936525,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccccc1F,0.184,1
CHEMBL3356932,O=C(CCCCCCS)NCc1ccc(C(F)(F)F)cc1,2.71,0
CHEMBL3655924,O=C(NO)c1cnc(NCCc2ccccc2)nc1,0.326,1
CHEMBL4072618,CSCC[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,0.43,1
CHEMBL3828396,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)C1CCOCC1,1.09,0
CHEMBL483892,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(Cc3ccc(F)cc3)nn2)c1)NO,0.004,1
CHEMBL3664029,Nc1cc(F)ccc1NC(=O)c1cnc2c(C3CC3)c(N3CCNCC3)ccc2c1,0.057,1
CHEMBL3759982,O=C(CCCCCC(=O)N/N=C/c1ccc(-c2ccccc2)cc1)NO,0.0034,1
CHEMBL3915917,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccc(F)cc2O)cc1,0.07,1
CHEMBL3983762,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccnc(N2CCCCC2)c1,0.9790000000000001,1
CHEMBL3356938,O=C(CCCCCCS)N1CCc2ccccc2C1,35.8,0
CHEMBL519746,O=C(CCCCCCC(=O)Nc1ccc(-c2cnnn2Cc2ccccc2)cc1)NO,0.0097,1
CHEMBL3110005,O=C(NO)C1[C@H](c2ccccc2)[C@H]1c1ccccc1,33.0,0
CHEMBL3356928,O=C(Nc1ccccc1)[C@H](CCCCCS)NC(=O)[C@H]1C(=O)NC[C@H]1c1ccccc1,0.07200000000000001,1
CHEMBL1093357,Cc1ccc(C)c(NC(=O)CCCCC(=O)NO)c1,1.3459999999999999,0
CHEMBL3311471,O=C(CCCCCCNC(=O)c1ccc2[nH]c(=O)ccc2c1)NO,0.18,1
CHEMBL1767043,CNC(=O)/C(CCCCCCNC(=O)c1cc(-c2cccc(N)c2)on1)=N/O,1.88,0
CHEMBL466215,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(N)=O)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,0.25,1
CHEMBL2442791,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3ccc(OCCCC(=O)NO)cc3)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,0.193,1
CHEMBL3601334,O=C(CCCCCCC(=O)Nc1ccc2ccnc(Nc3ccc4ccccc4c3)c2c1)NO,0.00542,1
CHEMBL2046622,CC(c1ccc(NC(=O)c2ccc(-c3ccccc3)s2)nc1)N1CCc2nc(C(=O)NO)sc2C1,1.94,0
CHEMBL1087053,Nc1ccccc1NC(=O)CCCCCCC(=O)Nc1cccc(-n2cc(-c3ccccc3)nn2)c1,0.122,1
CHEMBL3652240,O=C(NO)c1cnc(Nc2c(Cl)cccc2Cl)nc1,16.328,0
CHEMBL499776,Nc1ccccc1NC(=O)c1ccc(N2CCC3(CCNC3)CC2)nc1,340.0,0
CHEMBL3655972,O=C(NO)c1cnc(NC2(c3ccccc3)CCOCC2)nc1,2.272,0
CHEMBL3771366,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)C(F)(F)F,0.11345,1
CHEMBL3664038,Nc1ccc(F)cc1NC(=O)c1ccc2nc(N3CCNCC3)ccc2c1,0.315,1
CHEMBL3655948,CC(C)(Nc1ncc(C(=O)NO)cn1)c1ccccc1F,1.26,0
CHEMBL3934237,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=O)Nc3cccc(F)c3)CC2)nc1,1.081,0
CHEMBL505961,Cc1c(CNc2ccc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cc2)cnn1C,19.32,0
CHEMBL472251,Nc1ccc(-c2cc[nH]n2)cc1NC(=O)c1ccc(N2CCC3(CCNC3)CC2)nc1,5500.0,0
CHEMBL3901737,Nc1ccccc1NC(=O)C/C=C/CCNC(=O)c1cccc(Cl)c1,0.953,1
CHEMBL3939518,O=C(CCCCCCCNC(=O)c1nc(-c2nccs2)sc1C1CC1)NO,0.064,1
CHEMBL3964140,CN(C)c1ccc2cc(C(=O)NCCCCCC(=O)Nc3ccccc3N)[nH]c2c1,0.115,1
CHEMBL3977346,O=C(NO)c1ccc(CNC(=O)c2nc(-c3nccs3)sc2C2CC2)cc1,0.03,1
CHEMBL3916160,Cc1ccc(C(=O)NCC/C=C/CC(=O)Nc2ccccc2N)cc1,1.564,0
CHEMBL3961016,CCOc1ccccc1C(=O)NCCCCCC(=O)Nc1ccccc1N,0.33799999999999997,1
CHEMBL3977839,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cscn1,0.841,1
CHEMBL3656006,O=C(NO)c1cnc(NC2(c3ccc(C(F)(F)F)c(F)c3)CC2)nc1,0.07,1
CHEMBL3356917,Cc1ccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)cc1,0.003,1
CHEMBL3656007,COc1ccc(C2(Nc3ncc(C(=O)NO)cn3)CC2)cc1OC,0.113,1
CHEMBL4082812,Cc1ccccc1Nc1ncnc2cc(NC(=O)CCCCCCC(=O)NO)sc12,0.09879,1
CHEMBL3899844,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc2nc(N3CCNCC3)cnc2c1,0.071,1
CHEMBL3655944,C[C@@H](Nc1ncc(C(=O)NO)cn1)c1ccccc1,0.051,1
CHEMBL3961801,Nc1ccccc1NC(=O)CCCCCNC(=O)c1cc2cc(F)ccc2[nH]1,0.057,1
CHEMBL3923298,COc1ccc2[nH]c(C(=O)NCCCCC(=O)Nc3ccccc3N)cc2c1,0.878,1
CHEMBL3983889,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(C(F)F)cc1,0.158,1
CHEMBL4103456,COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,0.0429,1
CHEMBL3317813,C[C@@]12CSC(=N1)c1csc(n1)CNC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](CC(=O)O)NC2=O,0.1,1
CHEMBL3986857,COc1ccc2c(C(=O)NCCCCCC(=O)Nc3ccccc3N)c[nH]c2c1,0.038,1
CHEMBL3593411,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2ccnc(c2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,0.00231,1
CHEMBL2177582,CN1C[C@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2F)[C@@H](C(=O)Nc2ccc(Cl)cc2)C1,0.23,1
CHEMBL3903253,O=C(NO)c1cnc(NC2(c3cccc(F)c3)CCC3(CC2)OCCO3)nc1,1.821,0
CHEMBL3951953,Cn1ccc2ccc(C(=O)NCCCCCC(=O)Nc3ccccc3N)cc21,0.066,1
CHEMBL2390995,O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(Cc3ccc(F)cc3)CC1)O2)NO,0.091,1
CHEMBL1914708,[N-]=[N+]=NCc1cc(Cn2cc(NC(=O)CCCCCCC(=O)NO)cn2)cc(N=[N+]=[N-])c1,0.128,1
CHEMBL3937977,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCCCS,13.654000000000002,0
CHEMBL3622726,C/C=C1\NC(=O)[C@H](CS)NC(=O)[C@@H](C(C)C)NC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)NC1=O,0.0048,1
CHEMBL3771206,CC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2ccc(cc2)C2=N[C@@](C)(CS2)C(=O)N[C@@H](C(C)C)C(=O)O1,0.47,1
CHEMBL4102988,COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCCCCCC(=O)Nc2ccc(F)cc2N)cc1,0.11,1
CHEMBL109654,O=C(CCCCCS)Nc1ccccc1,0.725,1
CHEMBL3317811,C[C@@]12CSC(=N1)c1csc(n1)CNC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](Cc1ccc(O)cc1)NC2=O,0.00037999999999999997,1
CHEMBL447397,CCOC(=O)c1ccc(C(=O)C(F)(F)F)s1,3.5,0
CHEMBL2431862,Cn1cccc1C(=O)NCc1ccc(C(=O)NO)cc1,4.5,0
CHEMBL3426906,O=C(CCCCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1)NO,0.532,1
CHEMBL3656016,Cc1cc(C(F)(F)F)cc(C2(Nc3ncc(C(=O)NO)cn3)CC2)c1,0.18899999999999997,1
CHEMBL3652239,Cc1cc(C)cc(Nc2ncc(C(=O)NO)cn2)c1,0.319,1
CHEMBL3652228,Cc1ccc(Nc2ncc(C(=O)NO)cn2)cc1,0.29100000000000004,1
CHEMBL3961083,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCCCC(=O)NO,0.249,1
CHEMBL3956097,Cc1cnc(C(=O)NCCCCCC(=O)Nc2ccccc2N)s1,0.9890000000000001,1
CHEMBL474890,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,9.617,0
CHEMBL3287251,Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,0.6555,1
CHEMBL1914702,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)Nc2ccc(-c3cc(C(=O)NCCCCCCC(=O)NO)no3)cc2)c1,0.045,1
CHEMBL493783,CN(Cc1ccccc1)C(=O)c1cnc(C(=O)C(F)(F)F)s1,7.3,0
CHEMBL3664025,Nc1cc(F)ccc1NC(=O)c1ccc2[nH]cnc2c1,0.282,1
CHEMBL3910879,COc1ccc2[nH]c(C(=O)NCCCCCC(=O)Nc3ccccc3N)cc2c1,0.031,1
CHEMBL3601337,Cc1ccc(Nc2nccc3ccc(NC(=O)CCCCCCC(=O)NO)cc23)c(Br)c1,0.01763,1
CHEMBL1800241,CC(=O)Nc1ccc(C(=O)CSc2nc(C)cc(O)n2)cc1,15.2,0
CHEMBL3910907,Cc1ccc(C(=O)NCCC/C=C/C(=O)Nc2ccccc2N)cc1,0.239,1
CHEMBL3347696,Nc1ccccc1NC(=O)CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccccc3)nn2)c1,0.12,1
CHEMBL3655961,O=C(NO)c1cnc(NC2(c3ccccc3)CCCCC2)nc1,4.515,0
CHEMBL3934253,Nc1cc(F)ccc1NC(=O)CCCCCNS(=O)(=O)c1ccc(F)cc1,6.65,0
CHEMBL4072925,NC(=O)C[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,3.1,0
CHEMBL3621298,Nc1ccccc1NC(=O)CCCCCCC(=O)Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2,0.39399999999999996,1
CHEMBL3961271,O=C(CCCCCCNC(=O)c1nc(-c2nc3c(s2)CCCC3)sc1C1CC1)NO,0.016,1
CHEMBL3670674,Nc1ccccc1NC(=O)c1ccc(CNC(=O)c2[nH]c(-c3ccsc3)cc2-c2ccc(O)cc2)cc1,0.075,1
CHEMBL466032,O=C(CCCCc1cc(C(=O)O)no1)Nc1nc(-c2ccccc2)cs1,10.6,0
CHEMBL471344,Cc1noc(-c2ccc(C(=O)C(F)(F)F)s2)n1,7.1,0
CHEMBL3356922,Cc1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCC(=O)N2)c1,0.004,1
CHEMBL3317814,C[C@@]12CSC(=N1)c1csc(n1)CNC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](CCN)NC2=O,0.0078,1
CHEMBL3593409,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2cccc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,0.00307,1
CHEMBL3670679,O=C(NO)c1ccc(CNC(=O)c2[nH]c(-c3ccccc3)cc2-c2cccc(Br)c2)cc1,2.068,0
CHEMBL3655939,O=C(NO)c1cnc(NCc2ccc(F)cc2C(F)(F)F)nc1,0.9009999999999999,1
CHEMBL487107,O=C(CCCCCCC(=O)Nc1cccc(-c2cnnn2CC(O)c2cccc(Br)c2)c1)NO,0.0042,1
CHEMBL3952143,Nc1ccc(-c2cccs2)cc1NC(=O)c1cnc2c(c1)cc(C1CC1)n2CCN1CCOCC1,0.445,1
CHEMBL3601779,Cc1ccc(Nc2nccc3ccc(NCc4ccc(/C=C/C(=O)NO)cc4)cc23)c(Cl)c1,0.47473999999999994,1
CHEMBL3962891,N#Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,0.4,1
CHEMBL3664035,Nc1ccc(F)cc1NC(=O)c1cnc2cc(N3CCNCC3)ccc2n1,0.675,1
CHEMBL3961324,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc2nonc2c1,1.153,0
CHEMBL3929797,CC(C)(C)OC(=O)NCc1nc(-c2nc(C(=O)NCCCCCCC(=O)NO)cs2)cs1,1.178,0
CHEMBL3311473,CC1(C)CC(=O)Nc2ccc(C(=O)NCCCCCCC(=O)NO)cc21,0.069,1
CHEMBL3907301,CC(=O)c1ccccc1C(=O)NCCCCCC(=O)Nc1ccccc1N,0.741,1
CHEMBL3922439,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc2c(cnn2CCN2CCOCC2)c1,0.344,1
CHEMBL473478,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1ccc(CN2CCC3(CCNC3)CC2)cc1,4.803,0
CHEMBL583130,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,0.14300000000000002,1
CHEMBL4064944,CCCCCCC(CCCC(=O)NO)CCC(=O)Nc1ccccc1,2.9,0
CHEMBL565112,Cc1ccc(C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCC(=O)Nc2ccccc2N)cc1,2.2,0
CHEMBL3601344,CCN(CC)CCn1ccc2ccc(NC(=O)CCCCCCC(=O)NO)cc2c1=O,0.07442,1
CHEMBL471041,O=C(/C=C/c1ccc(/C=N/OCc2c(F)c(F)c(F)c(F)c2F)cc1)NO,2.8,0
CHEMBL3897392,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccoc1,0.386,1
CHEMBL1767029,CNC(=O)/C(CCCCCCC(=O)Nc1ccccc1)=N\O,18.6,0
CHEMBL3897806,Cc1ccc(C(=O)NCCCCCCC(=O)Nc2ccccc2N)cc1,0.653,1
CHEMBL3974672,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(Cl)c(Cl)c1,0.2,1
CHEMBL3894825,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)OCCCCCC(=O)NO)c(F)c1,2.0,0
CHEMBL3903543,Cc1[nH]c2cc(C(=O)NCCCCCC(=O)Nc3ccccc3N)ccc2c1C,0.037000000000000005,1
CHEMBL1767036,CNC(=O)/C(CCCCCCC(=O)Nc1cccc(-c2ccccc2)c1)=N\O,9.6,0
CHEMBL1469,O=C(O)CCCc1ccccc1,260.0,0
CHEMBL3652242,O=C(NO)c1cnc(Nc2cccc(C(F)(F)F)c2)nc1,0.313,1
CHEMBL3601775,COc1ccc(Cn2ccc3ccc(NC(=O)CCCCCCC(=O)NO)cc3c2=O)c(OC)c1,0.1077,1
CHEMBL3356937,Cc1cccc(CCNC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1,0.122,1
CHEMBL4063718,Cc1ccc(F)c(Nc2ncnc3cc(NC(=O)CCCCCCC(=O)NO)sc23)c1,0.06754,1
CHEMBL1089339,Cc1cccc(NC(=O)CCCCC(=O)NO)c1,0.057999999999999996,1
